prise,rooms,square,floor,totalFloors,flat/studio,address,coordinate,distanceFromTheCenter,metro,cafe,park,beaches,hospital,police,shop,beautySalone,mall,museum,pharmacy,sportCenter,postOffice,hotel
1590000.0,2,60.0,18,22,1.0,"ул. Анны Ахматовой,  22",,,,,,,,,,,,,,,,
1300000.0,2,52.0,7,14,1.0,"ул. Скульптора Мухиной,  7к2",,,,,,,,,,,,,,,,
10000000.0,4,168.0,15,20,1.0,"Западный административный округ, район Филёвский Парк, жилой комплекс Фили Парк",,,,,,,,,,,,,,,,
1100000.0,2,36.0,4,22,1.0,"жилой комплекс Филатов Луг, ул. Картмазовские Пруды,  2к1",,,,,,,,,,,,,,,,
1780000.0,2,58.0,15,16,1.0,"Батайский пр.,  1",,,,,,,,,,,,,,,,
1450000.0,3,58.0,4,9,1.0,"ул. Красного Маяка,  3",,,,,,,,,,,,,,,,
1045000.0,1,38.0,8,22,1.0,"6-я Радиальная ул.,  7/6к1",,,,,,,,,,,,,,,,
2150000.0,4,77.7,3,6,1.0,"Колодезная ул.,  7к2",,,,,,,,,,,,,,,,
2750000.0,3,76.2,10,11,1.0,"ул. Маршала Рыбалко,  2к3",,,,,,,,,,,,,,,,
1550000.0,2,47.6,13,17,1.0,"ул. Генерала Глаголева,  19к1",,,,,,,,,,,,,,,,
1120000.0,1,40.0,3,17,1.0,"Покровская ул.,  17к3",,,,,,,,,,,,,,,,
1675000.0,3,64.9,10,14,1.0,"Совхозная ул.,  16к1",,,,,,,,,,,,,,,,
1005000.0,2,45.0,8,9,1.0,"Новосибирская ул.,  6к1",,,,,,,,,,,,,,,,
1399000.0,2,52.9,8,12,1.0,"Заповедная ул.,  8",,,,,,,,,,,,,,,,
1528000.0,2,50.0,11,16,1.0,"Шоссейная ул.,  31к2",,,,,,,,,,,,,,,,
3500000.0,2,61.0,4,14,1.0,"Университетский пр-т,  5",,,,,,,,,,,,,,,,
980000.0,1,29.7,1,5,1.0,"Хорошёвское ш.,  43кВ",,,,,,,,,,,,,,,,
900000.0,1,35.0,2,15,1.0,"Путевой пр.,  40к3",,,,,,,,,,,,,,,,
1720000.0,2,58.2,20,25,1.0,"ул. Анны Ахматовой,  4",,,,,,,,,,,,,,,,
1549900.0,2,52.1,17,18,1.0,"ул. Бориса Пастернака,  33к1",,,,,,,,,,,,,,,,
645000.0,1,17.0,2,5,0.0,"Московско-Казанский пер., 11-15",,,,,,,,,,,,,,,,
765000.0,1,37.7,2,14,1.0,"ул. Брусилова,  7",,,,,,,,,,,,,,,,
1450000.0,3,72.3,8,24,1.0,"ул. Вертолётчиков,  2",,,,,,,,,,,,,,,,
900000.0,1,38.9,14,14,1.0,"ул. Шолохова,  6",,,,,,,,,,,,,,,,
1850000.0,1,41.0,10,34,1.0,"ул. Адмирала Макарова,  6Ак1",,,,,,,,,,,,,,,,
450000.0,1,13.5,1,5,0.0,"Шарикоподшипниковская ул.,  7к2",,,,,,,,,,,,,,,,
3145000.0,4,98.4,2,8,1.0,"Звёздный б-р,  1",,,,,,,,,,,,,,,,
1750000.0,1,35.0,4,7,1.0,"4-й Сыромятнический пер.,  3/5с4",,,,,,,,,,,,,,,,
929000.0,1,19.8,29,34,0.0,"Озёрная ул.,  44",,,,,,,,,,,,,,,,
1420000.0,2,53.0,2,12,1.0,"ул. Софьи Ковалевской,  12к3",,,,,,,,,,,,,,,,
1000000.0,1,25.0,2,5,0.0,"ул. Маросейка,  10/1с4",,,,,,,,,,,,,,,,
1250000.0,2,38.7,8,12,1.0,"3-й Михалковский пер.,  20к2",,,,,,,,,,,,,,,,
645000.0,1,17.0,2,5,0.0,"Московско-Казанский пер., 11-15",,,,,,,,,,,,,,,,
765000.0,1,37.7,2,14,1.0,"ул. Брусилова,  7",,,,,,,,,,,,,,,,
1450000.0,3,72.3,8,24,1.0,"ул. Вертолётчиков,  2",,,,,,,,,,,,,,,,
900000.0,1,38.9,14,14,1.0,"ул. Шолохова,  6",,,,,,,,,,,,,,,,
1850000.0,1,41.0,10,34,1.0,"ул. Адмирала Макарова,  6Ак1",,,,,,,,,,,,,,,,
450000.0,1,13.5,1,5,0.0,"Шарикоподшипниковская ул.,  7к2",,,,,,,,,,,,,,,,
3145000.0,4,98.4,2,8,1.0,"Звёздный б-р,  1",,,,,,,,,,,,,,,,
1750000.0,1,35.0,4,7,1.0,"4-й Сыромятнический пер.,  3/5с4",,,,,,,,,,,,,,,,
929000.0,1,19.8,29,34,0.0,"Озёрная ул.,  44",,,,,,,,,,,,,,,,
1420000.0,2,53.0,2,12,1.0,"ул. Софьи Ковалевской,  12к3",,,,,,,,,,,,,,,,
1000000.0,1,25.0,2,5,0.0,"ул. Маросейка,  10/1с4",,,,,,,,,,,,,,,,
1250000.0,2,38.7,8,12,1.0,"3-й Михалковский пер.,  20к2",,,,,,,,,,,,,,,,
1119000.0,2,43.0,2,5,1.0,"Погонный пр.,  1к8",,,,,,,,,,,,,,,,
1420000.0,2,45.3,6,9,1.0,"ул. Генерала Антонова,  4к1",,,,,,,,,,,,,,,,
3199000.0,3,102.6,3,5,1.0,"Варшавское ш.,  72к2",,,,,,,,,,,,,,,,
2120000.0,2,50.0,6,23,1.0,"Нижегородская ул.,  11",,,,,,,,,,,,,,,,
5490000.0,3,82.3,19,20,1.0,"Новодмитровская ул.,  2к4",,,,,,,,,,,,,,,,
2510000.0,Св,53.8,13,18,1.0,"Корабельная ул.,  1",,,,,,,,,,,,,,,,
1750000.0,3,74.0,8,17,1.0,"Венёвская ул.,  15",,,,,,,,,,,,,,,,
2700000.0,1,27.1,7,17,1.0,"1-я ул. Ямского Поля,  1к1",,,,,,,,,,,,,,,,
1125000.0,1,37.4,2,16,1.0,"ул. Исаковского,  8к1",,,,,,,,,,,,,,,,
1330000.0,2,54.0,15,17,1.0,"Пятницкое ш.,  47",,,,,,,,,,,,,,,,
1435000.0,1,32.0,2,9,1.0,"2-й Павелецкий пр.,  6",,,,,,,,,,,,,,,,
1345000.0,2,42.0,10,12,1.0,"ул. Константина Федина,  2к2",,,,,,,,,,,,,,,,
1250000.0,1,32.1,4,12,1.0,"3-я Рыбинская ул.,  21к2",,,,,,,,,,,,,,,,
1350000.0,2,53.6,2,16,1.0,"ул. Адмирала Лазарева,  47",,,,,,,,,,,,,,,,
2290000.0,2,74.0,18,20,1.0,"ул. Лефортовский Вал,  13",,,,,,,,,,,,,,,,
3600000.0,3,95.0,6,25,1.0,"Ярцевская ул.,  24к2",,,,,,,,,,,,,,,,
1799999.0,1,36.0,12,14,1.0,"ул. Архитектора Щусева,  1",,,,,,,,,,,,,,,,
1185000.0,1,23.5,2,9,0.0,"Яузская ул.,  6-8с5",,,,,,,,,,,,,,,,
2200000.0,2,58.0,9,17,1.0,"ул. Воронцовские Пруды,  9",,,,,,,,,,,,,,,,
2730000.0,2,72.2,25,25,1.0,"ул. Академика Павлова,  38к1",,,,,,,,,,,,,,,,
1850000.0,1,27.0,7,30,0.0,"ул. Годовикова,  11к2",,,,,,,,,,,,,,,,
1389000.0,2,59.0,1,5,1.0,"Ярцевская ул.,  6",,,,,,,,,,,,,,,,
1059900.0,1,39.0,9,14,1.0,"Юго-Восточный административный округ, район Текстильщики, Волжский Бульвар 95-й квартал, к3",,,,,,,,,,,,,,,,
1895000.0,3,73.0,4,13,1.0,"Беговая ул.,  34",,,,,,,,,,,,,,,,
999900.0,1,34.3,8,12,1.0,"Бирюлёвская ул.,  58к3",,,,,,,,,,,,,,,,
2250000.0,2,49.0,6,9,1.0,"Причальный пр.,  8к1",,,,,,,,,,,,,,,,
1180000.0,2,60.0,2,24,1.0,"ул. Брусилова,  27к2",,,,,,,,,,,,,,,,
1590000.0,1,29.9,4,5,0.0,"Подсосенский пер.,  19/28",,,,,,,,,,,,,,,,
9200000.0,3,127.3,3,5,1.0,"Пятницкая ул.,  53/18с1",,,,,,,,,,,,,,,,
3950000.0,3,103.0,11,18,1.0,"ул. Мельникова, 3к5",,,,,,,,,,,,,,,,
1250000.0,1,32.0,4,5,1.0,"Коптевская ул.,  26к2",,,,,,,,,,,,,,,,
1340000.0,1,38.1,11,17,1.0,"ул. 50 лет Октября,  2к3",,,,,,,,,,,,,,,,
1370000.0,2,53.0,16,19,1.0,"Братиславская ул.,  30",,,,,,,,,,,,,,,,
1270000.0,2,44.4,8,9,1.0,"Шипиловская ул.,  38",,,,,,,,,,,,,,,,
1699000.0,3,60.0,4,9,1.0,"Дорожная ул.,  16к3",,,,,,,,,,,,,,,,
1090000.0,1,31.7,9,12,1.0,"3-й Нижнелихоборский пр.,  6",,,,,,,,,,,,,,,,
6999999.0,2,74.0,8,13,1.0,"Котельническая наб.,  1/15кА",,,,,,,,,,,,,,,,
2710000.0,3,89.0,6,9,1.0,"2-й Грайвороновский пр.,  44к2",,,,,,,,,,,,,,,,
999900.0,1,34.3,8,12,1.0,"Бирюлёвская ул.,  58к3",,,,,,,,,,,,,,,,
2250000.0,2,49.0,6,9,1.0,"Причальный пр.,  8к1",,,,,,,,,,,,,,,,
1180000.0,2,60.0,2,24,1.0,"ул. Брусилова,  27к2",,,,,,,,,,,,,,,,
1590000.0,1,29.9,4,5,0.0,"Подсосенский пер.,  19/28",,,,,,,,,,,,,,,,
9200000.0,3,127.3,3,5,1.0,"Пятницкая ул.,  53/18с1",,,,,,,,,,,,,,,,
3950000.0,3,103.0,11,18,1.0,"ул. Мельникова, 3к5",,,,,,,,,,,,,,,,
1250000.0,1,32.0,4,5,1.0,"Коптевская ул.,  26к2",,,,,,,,,,,,,,,,
1340000.0,1,38.1,11,17,1.0,"ул. 50 лет Октября,  2к3",,,,,,,,,,,,,,,,
1370000.0,2,53.0,16,19,1.0,"Братиславская ул.,  30",,,,,,,,,,,,,,,,
1270000.0,2,44.4,8,9,1.0,"Шипиловская ул.,  38",,,,,,,,,,,,,,,,
1699000.0,3,60.0,4,9,1.0,"Дорожная ул.,  16к3",,,,,,,,,,,,,,,,
1090000.0,1,31.7,9,12,1.0,"3-й Нижнелихоборский пр.,  6",,,,,,,,,,,,,,,,
6999999.0,2,74.0,8,13,1.0,"Котельническая наб.,  1/15кА",,,,,,,,,,,,,,,,
2710000.0,3,89.0,6,9,1.0,"2-й Грайвороновский пр.,  44к2",,,,,,,,,,,,,,,,
575000.0,1,13.0,2,5,0.0,"Херсонская ул.,  41А",,,,,,,,,,,,,,,,
990000.0,1,34.9,6,12,1.0,"Сколковское ш.,  2",,,,,,,,,,,,,,,,
1470000.0,1,31.6,1,5,1.0,"ул. Заморёнова,  18",,,,,,,,,,,,,,,,
9000087.0,4,142.8,4,6,1.0,"Долгоруковская ул.,  29",,,,,,,,,,,,,,,,
1150000.0,2,51.2,8,17,1.0,"ул. Лётчика Грицевца,  12",,,,,,,,,,,,,,,,
2400000.0,2,47.1,8,24,1.0,"пр. Невельского,  1к1",,,,,,,,,,,,,,,,
1200000.0,1,40.0,9,12,1.0,"ул. Гурьянова,  9",,,,,,,,,,,,,,,,
13000000.0,5,240.0,4,9,1.0,"Ксеньинский пер.,  3",,,,,,,,,,,,,,,,
1460000.0,1,23.2,8,22,0.0,"Рублёвское ш.,  101",,,,,,,,,,,,,,,,
4890000.0,4,118.0,26,41,1.0,"Шмитовский пр.,  39",,,,,,,,,,,,,,,,
1440000.0,1,35.3,15,16,1.0,"Скаковая ул.,  34к4",,,,,,,,,,,,,,,,
1158880.0,1,38.0,8,17,1.0,"ул. Маршала Голованова, 13",,,,,,,,,,,,,,,,
1170000.0,1,36.6,1,5,1.0,"5-я ул. Соколиной Горы,  16к2",,,,,,,,,,,,,,,,
450000.0,1,18.0,1,12,0.0,"Шипиловская ул.,  50к2",,,,,,,,,,,,,,,,
1650000.0,3,63.5,8,12,1.0,"Каширское ш.,  128",,,,,,,,,,,,,,,,
999000.0,2,35.2,2,9,1.0,"ул. Семёновский Вал,  12",,,,,,,,,,,,,,,,
1050000.0,1,38.5,14,14,1.0,"Солнцевский пр-т,  19к1",,,,,,,,,,,,,,,,
3200000.0,3,59.8,6,12,1.0,"ул. Большая Якиманка,  32",,,,,,,,,,,,,,,,
1430000.0,3,64.0,9,9,1.0,"Сумской пр.,  27",,,,,,,,,,,,,,,,
1130000.0,1,31.8,4,5,1.0,"Перекопская ул.,  11к2",,,,,,,,,,,,,,,,
1520000.0,1,38.5,9,11,1.0,"Молодогвардейская ул.,  44",,,,,,,,,,,,,,,,
2300000.0,2,63.5,3,10,1.0,"Барвихинская ул.,  6",,,,,,,,,,,,,,,,
1485000.0,3,81.5,19,23,1.0,"пос. Битца, жилой комплекс Южная Битца, Южный б-р,  4",,,,,,,,,,,,,,,,
1430000.0,3,57.2,9,9,1.0,"Ленинградское ш.,  112к2",,,,,,,,,,,,,,,,
1180000.0,1,35.0,3,19,1.0,"Варшавское ш.,  170Ек10",,,,,,,,,,,,,,,,
1170000.0,2,45.5,9,9,1.0,"Щёлковское ш.,  77к4",,,,,,,,,,,,,,,,
1699000.0,3,75.0,14,16,1.0,"Ореховый б-р,  29/49",,,,,,,,,,,,,,,,
360000.0,1,24.0,2,16,0.0,"ул. Новогиреевская, вл. 5, корп. 2",,,,,,,,,,,,,,,,
980000.0,1,39.2,11,12,1.0,"ул. Академика Янгеля,  14к9",,,,,,,,,,,,,,,,
960000.0,1,38.8,1,14,1.0,"Курганская ул.,  6",,,,,,,,,,,,,,,,
1270000.0,1,37.0,9,10,1.0,"Шереметьевская ул.,  26",,,,,,,,,,,,,,,,
1700000.0,2,42.7,1,5,1.0,"Мещанская ул.,  2",,,,,,,,,,,,,,,,
1250000.0,1,31.0,4,9,1.0,"Пинский пр.,  3",,,,,,,,,,,,,,,,
655000.0,1,27.5,20,33,0.0,"д. Раздоры, ул. Липовой Рощи,  1к2",,,,,,,,,,,,,,,,
1750000.0,1,39.7,4,5,1.0,"Большая Черёмушкинская ул.,  40к1",,,,,,,,,,,,,,,,
930000.0,1,38.0,2,17,1.0,"ул. Борисовские Пруды,  20к1",,,,,,,,,,,,,,,,
360000.0,1,24.0,2,16,0.0,"ул. Новогиреевская, вл. 5, корп. 2",,,,,,,,,,,,,,,,
980000.0,1,39.2,11,12,1.0,"ул. Академика Янгеля,  14к9",,,,,,,,,,,,,,,,
960000.0,1,38.8,1,14,1.0,"Курганская ул.,  6",,,,,,,,,,,,,,,,
1270000.0,1,37.0,9,10,1.0,"Шереметьевская ул.,  26",,,,,,,,,,,,,,,,
1700000.0,2,42.7,1,5,1.0,"Мещанская ул.,  2",,,,,,,,,,,,,,,,
1250000.0,1,31.0,4,9,1.0,"Пинский пр.,  3",,,,,,,,,,,,,,,,
655000.0,1,27.5,20,33,0.0,"д. Раздоры, ул. Липовой Рощи,  1к2",,,,,,,,,,,,,,,,
1750000.0,1,39.7,4,5,1.0,"Большая Черёмушкинская ул.,  40к1",,,,,,,,,,,,,,,,
930000.0,1,38.0,2,17,1.0,"ул. Борисовские Пруды,  20к1",,,,,,,,,,,,,,,,
1349900.0,2,46.8,9,12,1.0,"ул. Богданова,  32",,,,,,,,,,,,,,,,
760000.0,2,41.4,4,9,1.0,"ул. Маршала Рыбалко,  16к5",,,,,,,,,,,,,,,,
949950.0,2,46.0,1,9,1.0,"Отрадная ул.,  16А",,,,,,,,,,,,,,,,
1120000.0,1,35.0,7,24,1.0,"Саларьевская ул.,  13к2",,,,,,,,,,,,,,,,
1140000.0,1,38.0,9,17,1.0,"Новомарьинская ул.,  28",,,,,,,,,,,,,,,,
1300000.0,2,48.0,13,14,1.0,"ул. Клары Цеткин,  11к1",,,,,,,,,,,,,,,,
930000.0,2,38.0,8,9,1.0,"Кусковская ул.,  21к1",,,,,,,,,,,,,,,,
1330000.0,2,52.3,7,22,1.0,"Новокосинская ул.,  14к7",,,,,,,,,,,,,,,,
2300000.0,2,61.0,11,30,1.0,"Волгоградский пр-т, 32/5к1",,,,,,,,,,,,,,,,
2150000.0,3,83.8,12,14,1.0,"Братиславская ул.,  34к2",,,,,,,,,,,,,,,,
1200000.0,3,58.9,1,9,1.0,"ул. 50 лет Октября,  23",,,,,,,,,,,,,,,,
1760000.0,3,56.9,2,9,1.0,"1-я Дубровская ул.,  2Бк1",,,,,,,,,,,,,,,,
1460000.0,1,38.0,1,17,1.0,"ул. Раменки,  12",,,,,,,,,,,,,,,,
2900000.0,3,84.7,30,36,1.0,"пр-т 60-летия Октября,  17",,,,,,,,,,,,,,,,
3245000.0,2,61.0,4,5,1.0,"3-я Тверская-Ямская ул.,  42/8",,,,,,,,,,,,,,,,
1500000.0,2,41.0,7,9,1.0,"Просторная ул.,  12к1",,,,,,,,,,,,,,,,
1650000.0,2,45.2,4,4,1.0,"Старокирочный пер.,  6",,,,,,,,,,,,,,,,
3745000.0,2,85.3,2,11,1.0,"Садовая-Черногрязская ул.,  5/9",,,,,,,,,,,,,,,,
720000.0,1,30.2,2,6,0.0,Агентство,,,,,,,,,,,,,,,,
999000.0,1,34.1,11,12,1.0,"Скобелевская ул.,  1к2",,,,,,,,,,,,,,,,
1500000.0,1,46.5,3,16,1.0,"ул. Гурьянова,  4к1",,,,,,,,,,,,,,,,
1490000.0,2,45.5,3,12,1.0,"Домодедовская ул.,  24к1",,,,,,,,,,,,,,,,
980000.0,1,40.0,8,14,1.0,"Норильская ул.,  6",,,,,,,,,,,,,,,,
1499900.0,2,49.6,3,16,1.0,"Печорская ул.,  11",,,,,,,,,,,,,,,,
3500000.0,3,86.1,2,16,1.0,"ул. Соловьиная Роща,  16",,,,,,,,,,,,,,,,
1700000.0,1,47.2,19,26,1.0,"Кронштадтский б-р,  6к2",,,,,,,,,,,,,,,,
870000.0,1,35.0,4,16,1.0,"Ферганский пр.,  11к1",,,,,,,,,,,,,,,,
760000.0,1,25.9,2,9,1.0,"ул. Сталеваров,  32",,,,,,,,,,,,,,,,
3300000.0,2,68.0,5,18,1.0,"Ленинградский пр-т,  29к1",,,,,,,,,,,,,,,,
1320000.0,2,50.0,5,9,1.0,"Вешняковская ул.,  41к2",,,,,,,,,,,,,,,,
910000.0,1,32.0,7,9,1.0,"Мурановская ул.,  17Б",,,,,,,,,,,,,,,,
850000.0,1,38.8,9,15,1.0,"с. Немчиновка, ул. Связистов,  9",,,,,,,,,,,,,,,,
889000.0,1,38.8,6,34,1.0,"пр-т Лихачева, д. 20",,,,,,,,,,,,,,,,
1250000.0,1,32.9,5,12,1.0,"Большая Очаковская ул.,  15",,,,,,,,,,,,,,,,
1790000.0,2,48.4,13,33,1.0,"Новохохловская ул.,  15к2",,,,,,,,,,,,,,,,
1630000.0,1,47.4,14,28,1.0,"Каширский пр.,  25к2",,,,,,,,,,,,,,,,
1690000.0,2,37.2,9,9,1.0,"ул. Бочкова,  9",,,,,,,,,,,,,,,,
620000.0,1,19.0,4,5,0.0,"ул. 50 лет Октября,  2к2",,,,,,,,,,,,,,,,
480000.0,1,14.0,1,9,0.0,"Каширское ш.,  128к2",,,,,,,,,,,,,,,,
1730000.0,3,60.2,6,9,1.0,"Северный б-р,  12",,,,,,,,,,,,,,,,
1000000.0,2,44.2,4,9,1.0,"пр. Карамзина,  1к3",,,,,,,,,,,,,,,,
910000.0,1,32.0,7,9,1.0,"Мурановская ул.,  17Б",,,,,,,,,,,,,,,,
850000.0,1,38.8,9,15,1.0,"с. Немчиновка, ул. Связистов,  9",,,,,,,,,,,,,,,,
889000.0,1,38.8,6,34,1.0,"пр-т Лихачева, д. 20",,,,,,,,,,,,,,,,
1250000.0,1,32.9,5,12,1.0,"Большая Очаковская ул.,  15",,,,,,,,,,,,,,,,
1790000.0,2,48.4,13,33,1.0,"Новохохловская ул.,  15к2",,,,,,,,,,,,,,,,
1630000.0,1,47.4,14,28,1.0,"Каширский пр.,  25к2",,,,,,,,,,,,,,,,
1690000.0,2,37.2,9,9,1.0,"ул. Бочкова,  9",,,,,,,,,,,,,,,,
620000.0,1,19.0,4,5,0.0,"ул. 50 лет Октября,  2к2",,,,,,,,,,,,,,,,
480000.0,1,14.0,1,9,0.0,"Каширское ш.,  128к2",,,,,,,,,,,,,,,,
1730000.0,3,60.2,6,9,1.0,"Северный б-р,  12",,,,,,,,,,,,,,,,
1000000.0,2,44.2,4,9,1.0,"пр. Карамзина,  1к3",,,,,,,,,,,,,,,,
1580000.0,1,36.0,2,5,1.0,"ул. Академика Бочвара,  10А",,,,,,,,,,,,,,,,
2800000.0,3,116.0,1,5,1.0,"ул. Гончарова,  17Ак4",,,,,,,,,,,,,,,,
1070000.0,2,44.8,6,9,1.0,"ул. Красный Казанец,  3к6",,,,,,,,,,,,,,,,
1190000.0,2,58.8,1,5,1.0,"Краснодарская ул.,  17",,,,,,,,,,,,,,,,
2350000.0,3,73.4,18,20,1.0,"Линейный пр.,  8А",,,,,,,,,,,,,,,,
1150000.0,2,44.4,7,14,1.0,"ул. Амундсена,  6с1",,,,,,,,,,,,,,,,
1199000.0,1,38.0,7,22,1.0,"6-я Радиальная ул.,  7/6к2",,,,,,,,,,,,,,,,
1550000.0,2,51.0,4,22,1.0,"1-й Грайвороновский пр.,  13к1",,,,,,,,,,,,,,,,
2475000.0,2,64.0,10,26,1.0,"Автозаводская ул.,  23с120",,,,,,,,,,,,,,,,
870000.0,1,38.1,4,20,1.0,"6-я Радиальная ул.,  вл7к29",,,,,,,,,,,,,,,,
800000.0,2,40.7,5,5,1.0,"1-й Грайвороновский пр.,  2А",,,,,,,,,,,,,,,,
870000.0,1,31.0,3,5,1.0,"ул. Свободы,  4с2",,,,,,,,,,,,,,,,
1050000.0,1,29.5,4,5,1.0,"Нижегородская ул.,  58к3",,,,,,,,,,,,,,,,
1255000.0,3,61.0,10,12,1.0,"Рязанский пр-т,  70к1",,,,,,,,,,,,,,,,
240000.0,1,11.5,6,6,0.0,"Гостиничный пр.,  8к1",,,,,,,,,,,,,,,,
1400000.0,1,37.0,7,17,1.0,"Бескудниковский б-р,  30к3",,,,,,,,,,,,,,,,
2400000.0,2,80.0,20,25,1.0,"Лодочная ул.,  9к1",,,,,,,,,,,,,,,,
2490000.0,3,76.5,2,5,1.0,"1-й Краснокурсантский пр.,  3/5к11",,,,,,,,,,,,,,,,
2515000.0,3,80.7,3,8,1.0,"Бутырская ул.,  86А",,,,,,,,,,,,,,,,
1420000.0,1,36.6,3,5,1.0,"ш. Энтузиастов,  20Б",,,,,,,,,,,,,,,,
2100000.0,2,57.0,20,22,1.0,"ул. Красная Сосна,  3",,,,,,,,,,,,,,,,
1870000.0,3,64.0,1,12,1.0,"ул. Красных Зорь,  55",,,,,,,,,,,,,,,,
1850000.0,1,38.8,3,12,1.0,"Олонецкая ул.,  4",,,,,,,,,,,,,,,,
950000.0,2,41.1,9,9,1.0,"Черницынский пр.,  6к1",,,,,,,,,,,,,,,,
1349000.0,3,58.9,2,9,1.0,"ул. 800-летия Москвы, 5к1",,,,,,,,,,,,,,,,
450000.0,1,11.1,2,8,0.0,"Бутырская ул.,  53к3",,,,,,,,,,,,,,,,
2130000.0,2,61.0,9,29,1.0,"ул. Ивана Франко,  6",,,,,,,,,,,,,,,,
3999900.0,4,111.0,7,17,1.0,"Партизанская ул.,  36",,,,,,,,,,,,,,,,
2200000.0,3,57.0,11,15,1.0,"Автозаводская ул.,  23с120",,,,,,,,,,,,,,,,
1310000.0,2,43.2,5,5,1.0,"Перовское ш.,  12",,,,,,,,,,,,,,,,
750000.0,1,29.6,4,12,1.0,"Булатниковский пр.,  6к1",,,,,,,,,,,,,,,,
1310000.0,3,53.0,6,9,1.0,"Снайперская ул.,  14/9",,,,,,,,,,,,,,,,
550000.0,1,16.3,6,7,0.0,"ул. Адмирала Руднева,  20",,,,,,,,,,,,,,,,
2650000.0,3,75.0,1,9,1.0,"Лесная ул.,  8/12",,,,,,,,,,,,,,,,
995000.0,2,37.9,1,12,1.0,"Нагатинская наб.,  60к1",,,,,,,,,,,,,,,,
900000.0,2,40.0,1,9,1.0,"Бескудниковский б-р,  32к4",,,,,,,,,,,,,,,,
1920000.0,3,65.0,3,9,1.0,"ул. Бестужевых,  1Б",,,,,,,,,,,,,,,,
1540000.0,3,60.0,7,9,1.0,"ул. Красного Маяка,  4к1",,,,,,,,,,,,,,,,
1260000.0,1,33.0,5,9,1.0,"Кировоградская ул.,  28к3",,,,,,,,,,,,,,,,
3490000.0,3,66.2,10,10,1.0,"Ленинский пр-т,  39/1",,,,,,,,,,,,,,,,
1570000.0,3,49.1,8,9,1.0,"Строгинский б-р,  7к2",,,,,,,,,,,,,,,,
1390000.0,1,40.6,2,9,1.0,"ул. Довженко,  6",,,,,,,,,,,,,,,,
1650000.0,2,651.0,2,20,1.0,"Западный административный округ, район Солнцево, Родниковая ул.,  30к1",,,,,,,,,,,,,,,,
1500000.0,2,47.0,3,5,1.0,"ул. Трофимова,  21к1",,,,,,,,,,,,,,,,
2499900.0,2,71.6,13,23,1.0,"Старокрымская ул.,  17",,,,,,,,,,,,,,,,
999000.0,1,40.4,9,12,1.0,"Святоозёрская ул.,  3",,,,,,,,,,,,,,,,
1300000.0,1,48.5,12,12,1.0,"6-я Радиальная ул.,  5к1",,,,,,,,,,,,,,,,
1050000.0,1,38.8,12,16,1.0,"пр. Шокальского,  55к2",,,,,,,,,,,,,,,,
969000.0,2,37.2,8,9,1.0,"Открытое ш.,  17к5",,,,,,,,,,,,,,,,
1350000.0,1,44.7,4,12,1.0,"ш. Энтузиастов,  74/2",,,,,,,,,,,,,,,,
1480000.0,4,63.1,5,9,1.0,"ул. 50 лет Октября,  23к1",,,,,,,,,,,,,,,,
1250000.0,1,36.3,5,25,1.0,"Донецкая ул.,  34к2",,,,,,,,,,,,,,,,
1200000.0,2,44.2,9,9,1.0,"Аэродромная ул.,  4с1",,,,,,,,,,,,,,,,
1900000.0,2,51.3,4,12,1.0,"ул. Константина Симонова,  6",,,,,,,,,,,,,,,,
1520000.0,1,35.8,3,7,1.0,"1-й Красносельский пер.,  5",,,,,,,,,,,,,,,,
1490000.0,1,38.2,12,25,1.0,"Домостроительная ул.,  14",,,,,,,,,,,,,,,,
1800000.0,2,44.8,3,5,1.0,"пр-т Мира,  192",,,,,,,,,,,,,,,,
1560000.0,2,58.2,10,21,1.0,"ул. Плющева,  15к3",,,,,,,,,,,,,,,,
1250000.0,2,53.3,6,17,1.0,"Харьковский пр.,  9к2",,,,,,,,,,,,,,,,
1000000.0,2,44.2,4,9,1.0,"пр. Карамзина,  1к3",,,,,,,,,,,,,,,,
950000.0,2,52.0,6,14,1.0,Агентство,,,,,,,,,,,,,,,,
1170000.0,2,45.5,9,9,1.0,"Щёлковское ш.,  77к4",,,,,,,,,,,,,,,,
7500000.0,4,136.0,3,20,1.0,"ул. Шаболовка,  10к1",,,,,,,,,,,,,,,,
3350000.0,3,89.3,10,24,1.0,"Волгоградский пр-т,  26А",,,,,,,,,,,,,,,,
980000.0,2,36.8,9,9,1.0,"Онежская ул.,  37",,,,,,,,,,,,,,,,
2000000.0,3,75.0,15,17,1.0,"Ангелов пер.,  8",,,,,,,,,,,,,,,,
1290000.0,1,32.1,9,25,1.0,"Люблинская ул.,  74к3",,,,,,,,,,,,,,,,
3620000.0,3,80.0,6,8,1.0,"ул. Бориса Галушкина,  17",,,,,,,,,,,,,,,,
960000.0,1,37.2,10,17,1.0,"ул. Маршала Голованова,  19",,,,,,,,,,,,,,,,
800000.0,2,39.1,4,25,1.0,"рп. Бутово, жилой комплекс Бутово Парк, 29",,,,,,,,,,,,,,,,
1700000.0,2,40.0,6,12,1.0,"Ангарская ул., 59",,,,,,,,,,,,,,,,
1920000.0,3,65.0,3,9,1.0,"ул. Бестужевых,  1Б",,,,,,,,,,,,,,,,
1120000.0,1,31.0,3,5,1.0,"Каширское ш.,  54к2",,,,,,,,,,,,,,,,
